created_at,tweet,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
2020-08-20,AprilFoolsDay is cancelled this year because the whole of 2020 has been a complete joke with this coronavirus,United States,aprilfolsday cancelled year complete joke coronavirus,"['aprilfolsday', 'cancelled', 'year', 'complete', 'joke', 'coronavirus']","['aprilfolsday', 'cancelled', 'year', 'complete', 'joke', 'coronavirus']",aprilfolsday cancelled year complete joke coronavirus,"[('aprilfolsday', 'n'), ('cancelled', 'v'), ('year', 'n'), ('complete', 'a'), ('joke', 'n'), ('coronavirus', 'n')]",  aprilfolsday cancel year complete joke coronavirus,0.375,0.0516,0.1,1,1,1
2020-08-20,YAY CNN! Way to go! (airing the informative sections of the COVID19 daily briefings) Thank you!,United States,yay airing informative sections covid daily briefings,"['yay', 'airing', 'informative', 'sections', 'covid', 'daily', 'briefings']","['yay', 'airing', 'informative', 'section', 'covid', 'daily', 'briefing']",yay airing informative section covid daily briefing,"[('yay', 'r'), ('airing', 'v'), ('informative', 'a'), ('sections', 'n'), ('covid', 'v'), ('daily', 'a'), ('briefings', 'n')]",  yay air informative section covid daily briefing,0.125,0.5267,0.0,0,1,1
2020-08-20,"WAIT WHAT....IT SAID THAT KIM JAEJOONG GOT POSITIVE CORONA VIRUS? IS IT APRIL MOOP, ISN'T IT? omg",United States,wait kim jaejong positive corona virus april mop not omg,"['wait', 'kim', 'jaejong', 'positive', 'corona', 'virus', 'april', 'mop', 'not', 'omg']","['wait', 'kim', 'jaejong', 'positive', 'corona', 'virus', 'april', 'mop', 'not', 'omg']",wait kim jaejong positive corona virus april mop not omg,"[('wait', 'n'), ('kim', 'n'), ('jaejong', 'r'), ('positive', 'a'), ('corona', 'n'), ('virus', 'n'), ('april', 'n'), ('mop', 'v'), ('not', 'r'), ('omg', 'a')]",  wait kim jaejong positive corona virus april mop not omg,0.0,0.5574,0.22727272727272727,1,0,1
2020-08-20,Prayers and my condolences go out to all the people who have lost a loved one due to the coronavirus,United States,prayers condolences people lost loved due coronavirus,"['prayers', 'condolences', 'people', 'lost', 'loved', 'due', 'coronavirus']","['prayer', 'condolence', 'people', 'lost', 'loved', 'due', 'coronavirus']",prayer condolence people lost loved due coronavirus,"[('prayers', 'n'), ('condolences', 'n'), ('people', 'n'), ('lost', 'v'), ('loved', 'v'), ('due', 'a'), ('coronavirus', 'n')]",  prayer condolence people lose love due coronavirus,0.0,0.3612,0.1875,1,0,1
2020-08-20,Maybe the biggest blessing in this Coronavirus is that its making us all understand what we take for granted.,United States,biggest blessing coronavirus making understand granted,"['biggest', 'blessing', 'coronavirus', 'making', 'understand', 'granted']","['biggest', 'blessing', 'coronavirus', 'making', 'understand', 'granted']",biggest blessing coronavirus making understand granted,"[('biggest', 'a'), ('blessing', 'v'), ('coronavirus', 'n'), ('making', 'v'), ('understand', 'n'), ('granted', 'v')]",  big bless coronavirus make understand grant,0.5,0.6486,0.0,0,1,1
2020-08-20,Corona virus got me stuck in the house with these kids. And Im thinking ... maybe these kids aint that bad,United States,corona virus stuck house kids thinking kids aint bad,"['corona', 'virus', 'stuck', 'house', 'kids', 'thinking', 'kids', 'aint', 'bad']","['corona', 'virus', 'stuck', 'house', 'kid', 'thinking', 'kid', 'aint', 'bad']",corona virus stuck house kid thinking kid aint bad,"[('corona', 'n'), ('virus', 'n'), ('stuck', 'v'), ('house', 'n'), ('kids', 'n'), ('thinking', 'v'), ('kids', 'n'), ('aint', 'n'), ('bad', 'a')]",  corona virus stick house kid think kid aint bad,-0.625,0.431,-0.6999999999999998,-1,-1,1
2020-08-20,"Corona control - encourage cottage industries, to restrict people to their homes",United States,corona control encourage cottage industries restrict people homes,"['corona', 'control', 'encourage', 'cottage', 'industries', 'restrict', 'people', 'homes']","['corona', 'control', 'encourage', 'cottage', 'industry', 'restrict', 'people', 'home']",corona control encourage cottage industry restrict people home,"[('corona', 'n'), ('control', 'n'), ('encourage', 'v'), ('cottage', 'n'), ('industries', 'n'), ('restrict', 'v'), ('people', 'n'), ('homes', 'n')]",  corona control encourage cottage industry restrict people home,0.125,0.1779,0.0,0,1,1
2020-08-20,Gods Goddesses : No more April Fooling coronavirus Go back to heavens! Let humans fool one another 01 April 2020,United States,gods goddesses no april fooling coronavirus back heavens humans fool april,"['gods', 'goddesses', 'no', 'april', 'fooling', 'coronavirus', 'back', 'heavens', 'humans', 'fool', 'april']","['god', 'goddess', 'no', 'april', 'fooling', 'coronavirus', 'back', 'heaven', 'human', 'fool', 'april']",god goddess no april fooling coronavirus back heaven human fool april,"[('gods', 'n'), ('goddesses', 'v'), ('no', None), ('april', 'n'), ('fooling', 'v'), ('coronavirus', 'n'), ('back', 'r'), ('heavens', 'v'), ('humans', 'n'), ('fool', 'a'), ('april', 'n')]",  god goddesses no april fool coronavirus back heavens human fool april,0.125,0.2746,0.0,0,1,1
2020-08-20,I'm begging you: keep the Coronavirus April 1st jokes in your drafts.,United States,begging coronavirus april jokes drafts,"['begging', 'coronavirus', 'april', 'jokes', 'drafts']","['begging', 'coronavirus', 'april', 'joke', 'draft']",begging coronavirus april joke draft,"[('begging', 'v'), ('coronavirus', 'n'), ('april', 'n'), ('jokes', 'n'), ('drafts', 'n')]",  beg coronavirus april joke draft,0.375,0.296,0.0,0,1,1
2020-08-20,ahaha nice try corona but its april fools haha thats funny tho but fr u can stop now haha,United States,ahaha nice corona april fools haha funny tho stop haha,"['ahaha', 'nice', 'corona', 'april', 'fools', 'haha', 'funny', 'tho', 'stop', 'haha']","['ahaha', 'nice', 'corona', 'april', 'fool', 'haha', 'funny', 'tho', 'stop', 'haha']",ahaha nice corona april fool haha funny tho stop haha,"[('ahaha', 'a'), ('nice', 'a'), ('corona', 'n'), ('april', 'n'), ('fools', 'n'), ('haha', 'v'), ('funny', 'a'), ('tho', 'n'), ('stop', 'n'), ('haha', 'n')]",  ahaha nice corona april fool haha funny tho stop haha,2.0,0.765,0.3125,1,1,1
2020-08-20,Once this coronavirus is over I refuse to stay indoors. Ive done that part for my summer holidays Im ready to be out erryday.,United States,coronavirus refuse stay indoors ive part summer holidays ready eryday,"['coronavirus', 'refuse', 'stay', 'indoors', 'ive', 'part', 'summer', 'holidays', 'ready', 'eryday']","['coronavirus', 'refuse', 'stay', 'indoors', 'ive', 'part', 'summer', 'holiday', 'ready', 'eryday']",coronavirus refuse stay indoors ive part summer holiday ready eryday,"[('coronavirus', 'n'), ('refuse', 'n'), ('stay', 'n'), ('indoors', 'n'), ('ive', 'v'), ('part', 'n'), ('summer', 'n'), ('holidays', 'n'), ('ready', 'a'), ('eryday', 'n')]",  coronavirus refuse stay indoors ive part summer holiday ready eryday,0.0,0.4588,0.2,1,0,1
2020-08-20,Hoping that we wake up tomorrow to the news that COVID19 was just a big AprilFools joke...,United States,hoping wake tomorrow news covid big aprilfols joke,"['hoping', 'wake', 'tomorrow', 'news', 'covid', 'big', 'aprilfols', 'joke']","['hoping', 'wake', 'tomorrow', 'news', 'covid', 'big', 'aprilfols', 'joke']",hoping wake tomorrow news covid big aprilfols joke,"[('hoping', 'v'), ('wake', 'n'), ('tomorrow', 'n'), ('news', 'n'), ('covid', 'n'), ('big', 'a'), ('aprilfols', 'n'), ('joke', 'v')]",  hop wake tomorrow news covid big aprilfols joke,0.5,0.296,0.0,0,1,1
2020-08-20,always love customers learned to protect themselves but refused to protect us from COVID19 - A front line customer services worker,United States,love customers learned protect refused protect covid front line customer services worker,"['love', 'customers', 'learned', 'protect', 'refused', 'protect', 'covid', 'front', 'line', 'customer', 'services', 'worker']","['love', 'customer', 'learned', 'protect', 'refused', 'protect', 'covid', 'front', 'line', 'customer', 'service', 'worker']",love customer learned protect refused protect covid front line customer service worker,"[('love', 'n'), ('customers', 'n'), ('learned', 'v'), ('protect', 'n'), ('refused', 'v'), ('protect', 'a'), ('covid', 'n'), ('front', 'n'), ('line', 'n'), ('customer', 'n'), ('services', 'n'), ('worker', 'n')]",  love customer learn protect refuse protect covid front line customer service worker,0.25,0.802,0.5,1,1,1
2020-08-20,if i walk away with one souvenir from the covid-19 pandemic it must be kylie jenner branded hand sanitizer,United States,walk souvenir covid pandemic kylie jenner branded hand sanitizer,"['walk', 'souvenir', 'covid', 'pandemic', 'kylie', 'jenner', 'branded', 'hand', 'sanitizer']","['walk', 'souvenir', 'covid', 'pandemic', 'kylie', 'jenner', 'branded', 'hand', 'sanitizer']",walk souvenir covid pandemic kylie jenner branded hand sanitizer,"[('walk', 'n'), ('souvenir', 'n'), ('covid', 'v'), ('pandemic', 'a'), ('kylie', 'n'), ('jenner', 'n'), ('branded', 'v'), ('hand', 'n'), ('sanitizer', 'n')]",  walk souvenir covid pandemic kylie jenner brand hand sanitizer,0.625,0.4939,0.0,0,1,1
2020-08-20,Ap Total corona cases. :-87 12 hour's lo :-43 cases Feelings : Gajagaja COVID19,United States,total corona cases hour cases feelings gajagaja covid,"['total', 'corona', 'cases', 'hour', 'cases', 'feelings', 'gajagaja', 'covid']","['total', 'corona', 'case', 'hour', 'case', 'feeling', 'gajagaja', 'covid']",total corona case hour case feeling gajagaja covid,"[('total', 'a'), ('corona', 'n'), ('cases', 'n'), ('hour', 'n'), ('cases', 'n'), ('feelings', 'n'), ('gajagaja', 'n'), ('covid', 'n')]",  total corona case hour case feeling gajagaja covid,0.0,0.128,0.0,0,0,1
2020-08-20,I haven't even worn my bred 11's yet corona gotta relax,United States,not worn bred corona gota relax,"['not', 'worn', 'bred', 'corona', 'gota', 'relax']","['not', 'worn', 'bred', 'corona', 'gota', 'relax']",not worn bred corona gota relax,"[('not', 'r'), ('worn', 'v'), ('bred', 'v'), ('corona', 'n'), ('gota', 'n'), ('relax', 'n')]",  not wear breed corona gota relax,-0.875,0.4404,0.0,0,-1,1
2020-08-20,I'm not ignoring you Yael. Just been knee deep in COVID19 lately. Manishma?,United States,not ignoring yael knee deep covid manishma,"['not', 'ignoring', 'yael', 'knee', 'deep', 'covid', 'manishma']","['not', 'ignoring', 'yael', 'knee', 'deep', 'covid', 'manishma']",not ignoring yael knee deep covid manishma,"[('not', 'r'), ('ignoring', 'v'), ('yael', None), ('knee', 'a'), ('deep', 'a'), ('covid', 'n'), ('manishma', 'n')]",  not ignore yael knee deep covid manishma,-1.0,0.2755,0.0,0,-1,1
2020-08-20,A Binational Security State will be implemented through Operation Blackout and the use of Coronavirus,United States,binational security state implemented operation blackout coronavirus,"['binational', 'security', 'state', 'implemented', 'operation', 'blackout', 'coronavirus']","['binational', 'security', 'state', 'implemented', 'operation', 'blackout', 'coronavirus']",binational security state implemented operation blackout coronavirus,"[('binational', 'a'), ('security', 'n'), ('state', 'n'), ('implemented', 'v'), ('operation', 'n'), ('blackout', None), ('coronavirus', 'n')]",  binational security state implement operation blackout coronavirus,0.375,0.34,0.0,0,1,1
2020-08-20,Guys I dont think the virus is getting ppl sick it highkey might be the 5G. TMobile QuarantineLife COVID19 COVID19 VirtualCoaching,United States,guys dont virus sick highkey tmobile quarantinelife covid covid virtualcoaching,"['guys', 'dont', 'virus', 'sick', 'highkey', 'tmobile', 'quarantinelife', 'covid', 'covid', 'virtualcoaching']","['guy', 'dont', 'virus', 'sick', 'highkey', 'tmobile', 'quarantinelife', 'covid', 'covid', 'virtualcoaching']",guy dont virus sick highkey tmobile quarantinelife covid covid virtualcoaching,"[('guys', 'n'), ('dont', 'v'), ('virus', 'n'), ('sick', 'a'), ('highkey', 'n'), ('tmobile', 'a'), ('quarantinelife', 'n'), ('covid', 'n'), ('covid', 'n'), ('virtualcoaching', 'v')]",  guy dont virus sick highkey tmobile quarantinelife covid covid virtualcoaching,-0.625,0.4023,-0.7142857142857143,-1,-1,1
2020-08-20,"Maybe if I tell the coronavirus I have feelings for it, itll go for everyone else before going for me",United States,coronavirus feelings itl,"['coronavirus', 'feelings', 'itl']","['coronavirus', 'feeling', 'itl']",coronavirus feeling itl,"[('coronavirus', 'n'), ('feelings', 'n'), ('itl', 'n')]",  coronavirus feeling itl,0.0,0.128,0.0,0,0,1
2020-08-20,This is actually worrisome! Please take care Ahmedabad CoronaUpdatesInIndia,United States,worrisome care ahmedabad coronaupdatesinindia,"['worrisome', 'care', 'ahmedabad', 'coronaupdatesinindia']","['worrisome', 'care', 'ahmedabad', 'coronaupdatesinindia']",worrisome care ahmedabad coronaupdatesinindia,"[('worrisome', 'n'), ('care', 'n'), ('ahmedabad', None), ('coronaupdatesinindia', 'n')]",  worrisome care ahmedabad coronaupdatesinindia,0.0,0.128,0.0,0,0,1
2020-08-20,APRIL: Create wish-list for post-Corona pandemic (Condition applied: if survived) 1. 2. 3. 4.,United States,april create list post corona pandemic condition applied survived,"['april', 'create', 'list', 'post', 'corona', 'pandemic', 'condition', 'applied', 'survived']","['april', 'create', 'list', 'post', 'corona', 'pandemic', 'condition', 'applied', 'survived']",april create list post corona pandemic condition applied survived,"[('april', 'a'), ('create', 'n'), ('list', 'n'), ('post', 'n'), ('corona', 'v'), ('pandemic', 'a'), ('condition', 'n'), ('applied', 'v'), ('survived', 'v')]",  april create list post corona pandemic condition apply survive,0.0,0.2732,0.0,0,0,1
2020-08-20,Would it be awesome or tragic if tomorrow Trump announces all this coronavirus stuff was just a drill? Ultimate AprilFools,United States,awesome tragic tomorrow trump announces coronavirus stuff drill ultimate aprilfols,"['awesome', 'tragic', 'tomorrow', 'trump', 'announces', 'coronavirus', 'stuff', 'drill', 'ultimate', 'aprilfols']","['awesome', 'tragic', 'tomorrow', 'trump', 'announces', 'coronavirus', 'stuff', 'drill', 'ultimate', 'aprilfols']",awesome tragic tomorrow trump announces coronavirus stuff drill ultimate aprilfols,"[('awesome', 'a'), ('tragic', 'n'), ('tomorrow', 'n'), ('trump', 'n'), ('announces', 'n'), ('coronavirus', 'v'), ('stuff', 'n'), ('drill', 'n'), ('ultimate', 'a'), ('aprilfols', 'n')]",  awesome tragic tomorrow trump announces coronavirus stuff drill ultimate aprilfols,0.625,0.2732,0.08333333333333333,1,1,1
2020-08-20,Great commentary with lot of details to understand civic19. COVID19 CoronaKoDhona,United States,great commentary lot details understand civic covid coronakodhona,"['great', 'commentary', 'lot', 'details', 'understand', 'civic', 'covid', 'coronakodhona']","['great', 'commentary', 'lot', 'detail', 'understand', 'civic', 'covid', 'coronakodhona']",great commentary lot detail understand civic covid coronakodhona,"[('great', 'a'), ('commentary', 'a'), ('lot', 'n'), ('details', 'n'), ('understand', 'v'), ('civic', 'n'), ('covid', 'n'), ('coronakodhona', 'n')]",  great commentary lot detail understand civic covid coronakodhona,0.375,0.6249,0.8,1,1,1
2020-08-20,"I have not been sharing corona posts, but I think this is worth the read! Stay home and pray people!!!",United States,not sharing corona posts worth read stay home pray people,"['not', 'sharing', 'corona', 'posts', 'worth', 'read', 'stay', 'home', 'pray', 'people']","['not', 'sharing', 'corona', 'post', 'worth', 'read', 'stay', 'home', 'pray', 'people']",not sharing corona post worth read stay home pray people,"[('not', 'r'), ('sharing', 'v'), ('corona', 'a'), ('posts', 'n'), ('worth', 'a'), ('read', 'v'), ('stay', 'a'), ('home', 'r'), ('pray', 'n'), ('people', 'n')]",  not share corona post worth read stay home pray people,-0.25,0.3208,0.3,1,-1,1
2020-08-20,May god save us from the stupid people spreading corona IndiaTrustsPmModi IndiaFightsCoronavirus IndiaFightsCorona,United States,god save stupid people spreading corona indiatrustspmodi indiafightscoronavirus indiafightscorona,"['god', 'save', 'stupid', 'people', 'spreading', 'corona', 'indiatrustspmodi', 'indiafightscoronavirus', 'indiafightscorona']","['god', 'save', 'stupid', 'people', 'spreading', 'corona', 'indiatrustspmodi', 'indiafightscoronavirus', 'indiafightscorona']",god save stupid people spreading corona indiatrustspmodi indiafightscoronavirus indiafightscorona,"[('god', 'n'), ('save', 'v'), ('stupid', 'a'), ('people', 'n'), ('spreading', 'v'), ('corona', 'a'), ('indiatrustspmodi', 'a'), ('indiafightscoronavirus', 'n'), ('indiafightscorona', 'n')]",  god save stupid people spread corona indiatrustspmodi indiafightscoronavirus indiafightscorona,-0.25,0.2263,-0.7999999999999999,-1,-1,1
2020-08-20,The government should accept this challenge. We have a cure for COVID19 in Kenya and we don't know it yet,United States,government accept challenge cure covid kenya not,"['government', 'accept', 'challenge', 'cure', 'covid', 'kenya', 'not']","['government', 'accept', 'challenge', 'cure', 'covid', 'kenya', 'not']",government accept challenge cure covid kenya not,"[('government', 'n'), ('accept', None), ('challenge', 'n'), ('cure', 'n'), ('covid', 'n'), ('kenya', 'v'), ('not', 'r')]",  government accept challenge cure covid kenya not,-0.5,0.4404,0.0,0,-1,1
2020-08-20,before corona was in America I wanted a cute mask to wear out so ppl wouldnt recognize me and I still want one tbh,United States,corona america wanted cute mask wear wouldnt recognize tbh,"['corona', 'america', 'wanted', 'cute', 'mask', 'wear', 'wouldnt', 'recognize', 'tbh']","['corona', 'america', 'wanted', 'cute', 'mask', 'wear', 'wouldnt', 'recognize', 'tbh']",corona america wanted cute mask wear wouldnt recognize tbh,"[('corona', 'n'), ('america', 'n'), ('wanted', 'v'), ('cute', 'n'), ('mask', 'n'), ('wear', None), ('wouldnt', 'a'), ('recognize', 'n'), ('tbh', 'n')]",  corona america want cute mask wear wouldnt recognize tbh,0.25,0.5106,0.5,1,1,1
2020-08-20,Some of de big artist ar helping coVid19 .... Is nt easy nt working n u need to survive,United States,big artist helping covid easy working survive,"['big', 'artist', 'helping', 'covid', 'easy', 'working', 'survive']","['big', 'artist', 'helping', 'covid', 'easy', 'working', 'survive']",big artist helping covid easy working survive,"[('big', 'a'), ('artist', 'n'), ('helping', 'v'), ('covid', 'a'), ('easy', 'a'), ('working', 'v'), ('survive', 'n')]",  big artist help covid easy work survive,0.5,0.6808,0.21666666666666667,1,1,1
2020-08-20,i better not see one fake piece of corona news on this app when i wake up,United States,not fake piece corona news wake,"['not', 'fake', 'piece', 'corona', 'news', 'wake']","['not', 'fake', 'piece', 'corona', 'news', 'wake']",not fake piece corona news wake,"[('not', 'r'), ('fake', 'v'), ('piece', 'n'), ('corona', 'a'), ('news', 'n'), ('wake', 'n')]",  not fake piece corona news wake,-0.625,0.3724,0.25,1,-1,1
2020-08-20,Dont go outside because lets face it no one can afford the cost of treatment for Coronavirus,United States,dont lets face no afford cost treatment coronavirus,"['dont', 'lets', 'face', 'no', 'afford', 'cost', 'treatment', 'coronavirus']","['dont', 'let', 'face', 'no', 'afford', 'cost', 'treatment', 'coronavirus']",dont let face no afford cost treatment coronavirus,"[('dont', 'a'), ('lets', 'n'), ('face', 'v'), ('no', None), ('afford', 'n'), ('cost', 'n'), ('treatment', 'n'), ('coronavirus', 'n')]",  dont let face no afford cost treatment coronavirus,-1.0,0.2235,0.0,0,-1,1
2020-08-20,Excited to present on Legal Tips to Combat COVID19 Imapcts in this webinar hosted by,United States,excited present legal tips combat covid imapcts webinar hosted,"['excited', 'present', 'legal', 'tips', 'combat', 'covid', 'imapcts', 'webinar', 'hosted']","['excited', 'present', 'legal', 'tip', 'combat', 'covid', 'imapcts', 'webinar', 'hosted']",excited present legal tip combat covid imapcts webinar hosted,"[('excited', 'a'), ('present', 'a'), ('legal', 'a'), ('tips', 'n'), ('combat', 'n'), ('covid', 'n'), ('imapcts', 'v'), ('webinar', 'r'), ('hosted', 'v')]",  excited present legal tip combat covid imapcts webinar host,-0.375,0.128,0.19166666666666665,1,-1,1
2020-08-20,"I'll say it again, good work ! This is LEADERSHIP in the MEDIA!! MembersOfThePressWTF COVID19 VoteBlue2020",United States,good work leadership media membersofthepreswtf covid voteblue,"['good', 'work', 'leadership', 'media', 'membersofthepreswtf', 'covid', 'voteblue']","['good', 'work', 'leadership', 'medium', 'membersofthepreswtf', 'covid', 'voteblue']",good work leadership medium membersofthepreswtf covid voteblue,"[('good', 'a'), ('work', 'n'), ('leadership', 'n'), ('media', 'n'), ('membersofthepreswtf', 'n'), ('covid', 'n'), ('voteblue', 'n')]",  good work leadership medium membersofthepreswtf covid voteblue,0.75,0.4404,0.7,1,1,1
2020-08-20,Animal jam giving free 2 week memberships because of corona... maybe I am 10 again,United States,animal jam giving free week memberships corona,"['animal', 'jam', 'giving', 'free', 'week', 'memberships', 'corona']","['animal', 'jam', 'giving', 'free', 'week', 'membership', 'corona']",animal jam giving free week membership corona,"[('animal', 'a'), ('jam', 'n'), ('giving', 'v'), ('free', 'a'), ('week', 'n'), ('memberships', 'n'), ('corona', 'v')]",  animal jam give free week membership corona,0.375,0.5106,0.4,1,1,1
2020-08-20,Personally Id rather die from the coronavirus than willingly give up freedom,United States,personally die coronavirus willingly give freedom,"['personally', 'die', 'coronavirus', 'willingly', 'give', 'freedom']","['personally', 'die', 'coronavirus', 'willingly', 'give', 'freedom']",personally die coronavirus willingly give freedom,"[('personally', 'r'), ('die', 'a'), ('coronavirus', 'n'), ('willingly', 'r'), ('give', 'a'), ('freedom', 'n')]",  personally die coronavirus willingly give freedom,0.25,0.0772,0.125,1,1,1
2020-08-20,Very interesting piece in Greeces handling of the COVID-19 crisis . I hope they will stay vigilant though.,United States,interesting piece greeces handling covid crisis hope stay vigilant,"['interesting', 'piece', 'greeces', 'handling', 'covid', 'crisis', 'hope', 'stay', 'vigilant']","['interesting', 'piece', 'greece', 'handling', 'covid', 'crisis', 'hope', 'stay', 'vigilant']",interesting piece greece handling covid crisis hope stay vigilant,"[('interesting', 'v'), ('piece', 'n'), ('greeces', 'n'), ('handling', 'v'), ('covid', 'a'), ('crisis', 'n'), ('hope', 'n'), ('stay', 'n'), ('vigilant', 'n')]",  interest piece greece handle covid crisis hope stay vigilant,0.125,0.3612,0.0,0,1,1
2020-08-20,why France was ready to shut border had Britain not toughened coronavirus measures,United States,france ready shut border britain not toughened coronavirus measures,"['france', 'ready', 'shut', 'border', 'britain', 'not', 'toughened', 'coronavirus', 'measures']","['france', 'ready', 'shut', 'border', 'britain', 'not', 'toughened', 'coronavirus', 'measure']",france ready shut border britain not toughened coronavirus measure,"[('france', 'n'), ('ready', 'a'), ('shut', 'a'), ('border', 'n'), ('britain', 'n'), ('not', 'r'), ('toughened', 'v'), ('coronavirus', 'n'), ('measures', 'n')]",  france ready shut border britain not toughen coronavirus measure,-1.125,0.3455,0.2,1,-1,1
2020-08-20,If ur bf isnt bald yet during the corona virus consider ur self lucky x,United States,isnt bald corona virus lucky,"['isnt', 'bald', 'corona', 'virus', 'lucky']","['isnt', 'bald', 'corona', 'virus', 'lucky']",isnt bald corona virus lucky,"[('isnt', 'n'), ('bald', 'n'), ('corona', 'n'), ('virus', 'n'), ('lucky', 'n')]",  isnt bald corona virus lucky,0.0,0.4215,0.3333333333333333,1,0,1
2020-08-20,We aren't inspired by your horrible leadership. Corona spread because you tried to be a hero. QUIT!,United States,not inspired horrible leadership corona spread hero quit,"['not', 'inspired', 'horrible', 'leadership', 'corona', 'spread', 'hero', 'quit']","['not', 'inspired', 'horrible', 'leadership', 'corona', 'spread', 'hero', 'quit']",not inspired horrible leadership corona spread hero quit,"[('not', 'r'), ('inspired', 'v'), ('horrible', 'a'), ('leadership', 'n'), ('corona', 'n'), ('spread', 'v'), ('hero', 'n'), ('quit', 'n')]",  not inspire horrible leadership corona spread hero quit,-0.75,0.5349,-1.0,-1,-1,1
2020-08-20,"With 3 More Positive Cases ,Total Number of Positive Cases in JK For Today Is 14 139 in Total 139 Covid19",United States,positive cases total number positive cases today total covid,"['positive', 'cases', 'total', 'number', 'positive', 'cases', 'today', 'total', 'covid']","['positive', 'case', 'total', 'number', 'positive', 'case', 'today', 'total', 'covid']",positive case total number positive case today total covid,"[('positive', 'a'), ('cases', 'n'), ('total', 'a'), ('number', 'n'), ('positive', 'a'), ('cases', 'n'), ('today', 'n'), ('total', 'v'), ('covid', 'n')]",  positive case total number positive case today total covid,1.0,0.8431,0.11363636363636363,1,1,1
2020-08-20,Scary! NYT says that the world could remain on a kind of indefinite lockdown until a vaccine or treatment of COVID19 is found.,United States,scary nyt world remain kind indefinite lockdown vaccine treatment covid found,"['scary', 'nyt', 'world', 'remain', 'kind', 'indefinite', 'lockdown', 'vaccine', 'treatment', 'covid', 'found']","['scary', 'nyt', 'world', 'remain', 'kind', 'indefinite', 'lockdown', 'vaccine', 'treatment', 'covid', 'found']",scary nyt world remain kind indefinite lockdown vaccine treatment covid found,"[('scary', 'a'), ('nyt', 'n'), ('world', 'n'), ('remain', 'v'), ('kind', 'n'), ('indefinite', 'a'), ('lockdown', 'a'), ('vaccine', 'n'), ('treatment', 'n'), ('covid', 'n'), ('found', 'v')]",  scary nyt world remain kind indefinite lockdown vaccine treatment covid find,-1.5,0.0516,0.04999999999999999,1,-1,1
2020-08-20,Delhi: A doctor working at a Delhi government hospital has tested positive for COVID19. CoronaVirusUpdates india,United States,delhi doctor working delhi government hospital tested positive covid coronavirusupdates india,"['delhi', 'doctor', 'working', 'delhi', 'government', 'hospital', 'tested', 'positive', 'covid', 'coronavirusupdates', 'india']","['delhi', 'doctor', 'working', 'delhi', 'government', 'hospital', 'tested', 'positive', 'covid', 'coronavirusupdates', 'india']",delhi doctor working delhi government hospital tested positive covid coronavirusupdates india,"[('delhi', 'n'), ('doctor', 'n'), ('working', 'v'), ('delhi', 'a'), ('government', 'n'), ('hospital', 'n'), ('tested', 'v'), ('positive', 'a'), ('covid', 'n'), ('coronavirusupdates', 'n'), ('india', 'v')]",  delhi doctor work delhi government hospital test positive covid coronavirusupdates india,1.25,0.5574,0.22727272727272727,1,1,1
2020-08-20,"Jesus, Jenrick the next layer of cannon fodder put forward. If he says we will improve that in the coming weeks.... once more. COVID19",United States,jesus jenrick layer cannon fodder put forward improve coming weeks covid,"['jesus', 'jenrick', 'layer', 'cannon', 'fodder', 'put', 'forward', 'improve', 'coming', 'weeks', 'covid']","['jesus', 'jenrick', 'layer', 'cannon', 'fodder', 'put', 'forward', 'improve', 'coming', 'week', 'covid']",jesus jenrick layer cannon fodder put forward improve coming week covid,"[('jesus', 'n'), ('jenrick', 'n'), ('layer', 'n'), ('cannon', 'n'), ('fodder', 'n'), ('put', 'v'), ('forward', 'r'), ('improve', 'v'), ('coming', 'v'), ('weeks', 'n'), ('covid', 'n')]",  jesus jenrick layer cannon fodder put forward improve come week covid,0.75,0.4404,0.0,0,1,1
2020-08-20,I hope alot of them are included. Has Jr been tested or Steve Bannon or Stephen Miller. Coronavirus,United States,hope alot included tested steve banon stephen miller coronavirus,"['hope', 'alot', 'included', 'tested', 'steve', 'banon', 'stephen', 'miller', 'coronavirus']","['hope', 'alot', 'included', 'tested', 'steve', 'banon', 'stephen', 'miller', 'coronavirus']",hope alot included tested steve banon stephen miller coronavirus,"[('hope', 'n'), ('alot', 'n'), ('included', 'v'), ('tested', 'v'), ('steve', 'n'), ('banon', 'n'), ('stephen', 'v'), ('miller', 'n'), ('coronavirus', 'n')]",  hope alot include test steve banon stephen miller coronavirus,0.5,0.4404,0.0,0,1,1
2020-08-20,One More Postive Case From Ludhiana. Total Number Of Postive Cases In Punjab Now 42. CoronaVirus coronaupdatespunjab,United States,postive case ludhiana total number postive cases punjab coronavirus coronaupdatespunjab,"['postive', 'case', 'ludhiana', 'total', 'number', 'postive', 'cases', 'punjab', 'coronavirus', 'coronaupdatespunjab']","['postive', 'case', 'ludhiana', 'total', 'number', 'postive', 'case', 'punjab', 'coronavirus', 'coronaupdatespunjab']",postive case ludhiana total number postive case punjab coronavirus coronaupdatespunjab,"[('postive', 'a'), ('case', 'n'), ('ludhiana', 'v'), ('total', 'a'), ('number', 'n'), ('postive', 'a'), ('cases', 'n'), ('punjab', 'v'), ('coronavirus', 'n'), ('coronaupdatespunjab', 'n')]",  postive case ludhiana total number postive case punjab coronavirus coronaupdatespunjab,-0.375,0.1513,0.0,0,-1,1
